# Synthetic disentangled spectrum for the MINATO SPAN tutorial.
# Generated from PoWR GAL-OB-Vd3 models 32-40 and 22-42; see provenance.json.
# wavelength_A normalised_flux marginal_flux_error_1sigma
4112.321779 0.91940236 0.02832241
4112.356073 0.97036597 0.03178969
4112.390366 0.96568379 0.02591977
4112.424660 0.92271120 0.02952284
4112.458954 0.95664326 0.02552975
4112.493248 0.94876599 0.02947625
4112.527543 0.96827226 0.02824430
4112.561838 0.94993241 0.02722902
4112.596133 0.95857152 0.02618706
4112.630429 0.97288466 0.03014850
4112.664724 0.98099886 0.02975169
4112.699020 0.99484115 0.02602776
4112.733317 0.98797716 0.02583995
4112.767613 0.95772584 0.02972261
4112.801910 0.96866176 0.03100941
4112.836208 0.94223932 0.02804348
4112.870505 0.92312566 0.02695834
4112.904803 0.97240766 0.02908175
4112.939101 0.93876395 0.02621827
4112.973399 0.96654763 0.02972741
4113.007698 0.97642468 0.02578035
4113.041997 0.92506095 0.02687376
4113.076296 0.94900382 0.02710273
4113.110596 0.91636224 0.02966921
4113.144895 0.99384775 0.02543160
4113.179196 0.94622582 0.02666189
4113.213496 0.97593253 0.02456533
4113.247797 0.98770360 0.02607340
4113.282098 0.99189640 0.02965091
4113.316399 0.96073388 0.03078477
4113.350700 0.92230561 0.02836134
4113.385002 0.98167968 0.02687468
4113.419304 0.94805664 0.02820702
4113.453606 1.00223981 0.02654236
4113.487909 0.94586622 0.02792111
4113.522212 0.93800740 0.03181597
4113.556515 0.95195898 0.03065196
4113.590819 0.98215657 0.02712105
4113.625123 0.97166573 0.02428344
4113.659427 0.97568254 0.02680700
4113.693731 0.91995111 0.02475082
4113.728036 0.91039165 0.02824294
4113.762341 0.95304767 0.02906038
4113.796646 1.00101443 0.02818377
4113.830951 0.97305821 0.02983285
4113.865257 0.98047462 0.02814163
4113.899563 1.03732035 0.02756955
4113.933870 0.95990325 0.02385662
4113.968176 0.97216215 0.02975048
4114.002483 0.98017167 0.02853066
4114.036791 0.98276447 0.02746928
4114.071098 0.92967367 0.02881151
4114.105406 0.95641055 0.02962692
4114.139714 0.92956665 0.02932559
4114.174022 0.97971673 0.02896600
4114.208331 0.98786160 0.02675524
4114.242640 0.99442186 0.02999601
4114.276949 0.94516468 0.02761208
4114.311259 0.98405302 0.02702314
4114.345568 0.99455477 0.03144157
4114.379879 0.97905619 0.02895798
4114.414189 0.96276819 0.02831870
4114.448500 0.93672185 0.02707901
4114.482811 0.92930031 0.02648618
4114.517122 0.93581867 0.02830801
4114.551433 0.92518227 0.02856623
4114.585745 0.95444663 0.02858386
4114.620057 0.92307701 0.02917037
4114.654370 0.93274349 0.02961029
4114.688682 0.91440337 0.02930297
4114.722995 0.96506146 0.02982532
4114.757308 0.98778071 0.02918329
4114.791622 0.99049325 0.02488339
4114.825936 0.95120193 0.02988709
4114.860250 0.99559388 0.02895295
4114.894564 1.01311033 0.02717321
4114.928879 0.96505007 0.02966240
4114.963194 0.95420896 0.03056585
4114.997509 0.97442794 0.02836945
4115.031825 0.99322299 0.02952261
4115.066140 0.96903438 0.02876231
4115.100457 0.99495493 0.02747872
4115.134773 0.94480418 0.02803080
4115.169090 1.00169899 0.02831870
4115.203407 0.99030164 0.02716201
4115.237724 1.00150027 0.02606639
4115.272041 0.98084484 0.02935853
4115.306359 0.97368385 0.02685276
4115.340677 0.92988964 0.03171874
4115.374996 0.97395870 0.02915157
4115.409314 0.96606267 0.02510901
4115.443633 0.99162987 0.02472665
4115.477953 0.95589153 0.02509418
4115.512272 0.97024698 0.03040302
4115.546592 0.96241024 0.02782446
4115.580912 0.96527806 0.02713419
4115.615232 1.01876909 0.02975746
4115.649553 0.97870544 0.02769133
4115.683874 0.95490047 0.02506100
4115.718195 0.96686465 0.02683816
4115.752517 0.98573993 0.02993648
4115.786839 0.95405900 0.02684821
4115.821161 0.96919637 0.03107466
4115.855483 0.97821175 0.02982499
4115.889806 0.98329879 0.02797360
4115.924129 0.95560118 0.02792222
4115.958452 0.97734082 0.02821655
4115.992776 0.96928932 0.03170976
4116.027099 0.97080122 0.02838371
4116.061424 0.92644951 0.02697994
4116.095748 0.93590802 0.02850256
4116.130073 0.98966137 0.02750488
4116.164398 0.99726424 0.02711068
4116.198723 0.99883753 0.02929953
4116.233048 0.98361682 0.02776019
4116.267374 0.96501237 0.02647756
4116.301700 0.98167833 0.02971719
4116.336027 0.96496964 0.02754810
4116.370354 0.96168275 0.02593130
4116.404680 0.95785729 0.02906810
4116.439008 0.98261781 0.02365464
4116.473335 0.99520638 0.02908432
4116.507663 0.97991581 0.02500384
4116.541991 0.99212272 0.02651253
4116.576320 0.98975028 0.03075943
4116.610648 0.95987455 0.02694008
4116.644977 0.97445758 0.02717544
4116.679307 0.96992722 0.02762170
4116.713636 0.95252640 0.03112611
4116.747966 0.95998313 0.02495686
4116.782296 0.94968114 0.02761930
4116.816627 0.95339303 0.02912130
4116.850957 0.93114558 0.02863594
4116.885288 0.97707877 0.02568217
4116.919619 0.98959982 0.03194108
4116.953951 0.98283011 0.02810390
4116.988283 0.98019070 0.02769361
4117.022615 1.03482290 0.02624584
4117.056947 0.99765304 0.02657398
4117.091280 1.01429154 0.02524614
4117.125613 1.00927226 0.02921191
4117.159946 1.01802058 0.02967567
4117.194280 0.99205971 0.02685275
4117.228614 1.01066447 0.02803238
4117.262948 1.00972610 0.02635504
4117.297282 0.96870927 0.02782056
4117.331617 0.95008995 0.02896985
4117.365952 0.97318569 0.02991789
4117.400287 0.96647802 0.02710328
4117.434623 0.93668680 0.02867610
4117.468959 0.95282665 0.02890010
4117.503295 0.98907601 0.02705832
4117.537631 0.99666065 0.02716983
4117.571968 1.00000898 0.02934387
4117.606305 1.01413111 0.02791481
4117.640642 0.98615273 0.02858476
4117.674980 0.97929226 0.02810879
4117.709318 0.90587766 0.02625802
4117.743656 0.95419483 0.02919482
4117.777994 0.98565135 0.02740411
4117.812333 0.97547256 0.02818748
4117.846672 1.02497866 0.02349583
4117.881011 1.01425510 0.02724913
4117.915351 0.97360290 0.02610433
4117.949691 0.94931671 0.03061038
4117.984031 0.92160091 0.02990996
4118.018371 0.93634857 0.02774694
4118.052712 0.94762613 0.02899493
4118.087053 0.90759786 0.03190524
4118.121394 0.94725705 0.02575253
4118.155736 0.94294611 0.02801435
4118.190078 0.93580388 0.02878605
4118.224420 0.91719822 0.02896190
4118.258762 0.93854393 0.02822761
4118.293105 0.91826799 0.02786382
4118.327448 0.91941487 0.03063180
4118.361791 0.94990775 0.03119393
4118.396135 0.97703002 0.02616905
4118.430479 0.92871649 0.02873170
4118.464823 0.89932757 0.02970246
4118.499167 0.91187904 0.02741066
4118.533512 0.90103675 0.02499787
4118.567857 0.93071723 0.02602257
4118.602203 0.90736068 0.02494118
4118.636548 0.89544937 0.02613385
4118.670894 0.89378107 0.02436194
4118.705240 0.87912075 0.02800074
4118.739587 0.93641233 0.02865243
4118.773933 0.90717830 0.03157198
4118.808280 0.90200358 0.03114768
4118.842628 0.93961563 0.02909140
4118.876975 0.90494424 0.02659549
4118.911323 0.88300808 0.02688518
4118.945671 0.92511378 0.02773089
4118.980020 0.90537190 0.02596557
4119.014369 0.90505427 0.02986893
4119.048718 0.91541706 0.02557426
4119.083067 0.92132341 0.02993124
4119.117416 0.88064071 0.02972844
4119.151766 0.90031270 0.02977532
4119.186116 0.89667379 0.02807032
4119.220467 0.88664559 0.03051732
4119.254818 0.85937768 0.02898762
4119.289169 0.86763470 0.02544783
4119.323520 0.89037258 0.02808132
4119.357872 0.87569079 0.02873456
4119.392224 0.87632770 0.02693915
4119.426576 0.92412680 0.02773443
4119.460928 0.87916748 0.02663664
4119.495281 0.86457443 0.03019105
4119.529634 0.86390286 0.02788826
4119.563987 0.87244611 0.02740183
4119.598341 0.89204095 0.02690334
4119.632695 0.92241891 0.02406876
4119.667049 0.91324047 0.02902725
4119.701403 0.86359895 0.03073537
4119.735758 0.86092482 0.03061017
4119.770113 0.87870551 0.02916059
4119.804469 0.84054441 0.02829529
4119.838824 0.84529258 0.02884890
4119.873180 0.83799447 0.02666081
4119.907536 0.84689387 0.02592498
4119.941893 0.87300849 0.02878355
4119.976250 0.87498951 0.02566023
4120.010607 0.90779212 0.02826460
4120.044964 0.87133962 0.03170939
4120.079322 0.87732709 0.02836301
4120.113679 0.83574537 0.02637292
4120.148038 0.81968966 0.02903925
4120.182396 0.87144447 0.02880020
4120.216755 0.87430002 0.02778798
4120.251114 0.85408293 0.02953142
4120.285473 0.85351769 0.02856970
4120.319833 0.83520858 0.02623837
4120.354193 0.81256006 0.02677685
4120.388553 0.84762996 0.02548164
4120.422913 0.83744029 0.02803059
4120.457274 0.81539090 0.02764191
4120.491635 0.82057161 0.02970018
4120.525997 0.83012644 0.02786887
4120.560358 0.86982259 0.02753390
4120.594720 0.88518434 0.02789336
4120.629082 0.87625298 0.02988558
4120.663445 0.85233299 0.02932485
4120.697808 0.84202335 0.03025204
4120.732171 0.83847325 0.02763700
4120.766534 0.83695206 0.02763223
4120.800898 0.90783405 0.02459478
4120.835262 0.80575848 0.02711668
4120.869626 0.84842988 0.02882162
4120.903990 0.84432984 0.02979968
4120.938355 0.81868787 0.02495679
4120.972720 0.85514450 0.02917335
4121.007086 0.85726891 0.02945314
4121.041451 0.80219672 0.02847565
4121.075817 0.87664584 0.02553993
4121.110183 0.86141490 0.02684821
4121.144550 0.82621228 0.02787932
4121.178917 0.85678699 0.02550961
4121.213284 0.88863024 0.02920773
4121.247651 0.87204623 0.02903663
4121.282019 0.86501161 0.02917245
4121.316387 0.89677728 0.02598343
4121.350755 0.87698817 0.03035171
4121.385123 0.86773041 0.02822700
4121.419492 0.86867744 0.02704982
4121.453861 0.95334706 0.02971417
4121.488231 0.92903436 0.02679859
4121.522600 0.88262992 0.02394308
4121.556970 0.84139440 0.03382855
4121.591340 0.92687612 0.03054459
4121.625711 0.88730260 0.02752317
4121.660082 0.89053817 0.02851563
4121.694453 0.89585788 0.02618338
4121.728824 0.92671103 0.02882605
4121.763196 0.94225548 0.02502193
4121.797568 0.90929062 0.02573055
4121.831940 0.91901375 0.02482205
4121.866313 0.87981065 0.02851915
4121.900685 0.94566791 0.02868323
4121.935059 0.93088906 0.02771191
4121.969432 0.92556443 0.02586148
4122.003806 0.93621217 0.02805496
4122.038180 0.93047125 0.02771842
4122.072554 0.95196554 0.02672678
4122.106928 0.97231218 0.02949714
4122.141303 0.95431920 0.02438662
4122.175678 0.95030427 0.02898478
4122.210054 0.95220990 0.02962432
4122.244429 0.92388174 0.02687499
4122.278805 0.95705300 0.02637324
4122.313181 0.91870360 0.03117389
4122.347558 0.92700733 0.02857096
4122.381935 0.90750654 0.02801926
4122.416312 0.93854252 0.02877397
4122.450689 1.01717102 0.02601338
4122.485067 1.00139437 0.02487933
4122.519445 0.98349155 0.02822058
4122.553823 0.99504679 0.03059642
4122.588202 0.95112595 0.03258648
4122.622581 0.98678968 0.03081551
4122.656960 0.98172453 0.02957064
4122.691339 0.93256297 0.02781016
4122.725719 0.94836689 0.02978683
4122.760099 0.96481914 0.02519014
4122.794479 0.99727700 0.02731473
4122.828860 1.00701863 0.02714315
4122.863240 0.96387680 0.02673994
4122.897622 0.98242595 0.03134932
4122.932003 1.00421884 0.02920167
4122.966385 1.01541300 0.02909025
4123.000767 0.97439786 0.02762909
4123.035149 0.97171889 0.03178542
4123.069531 0.96213557 0.02785272
4123.103914 0.97735461 0.02573152
4123.138297 0.97300959 0.02719458
4123.172681 1.01774058 0.02807298
4123.207065 1.00713807 0.03263874
4123.241449 0.97386040 0.02594757
4123.275833 1.02765969 0.02706799
4123.310217 0.97053656 0.02574104
4123.344602 0.91181563 0.02423184
4123.378987 0.93248464 0.02462429
4123.413373 1.00378891 0.02893369
4123.447759 0.98825595 0.02726608
4123.482145 0.99398683 0.02970518
4123.516531 0.97877599 0.02791230
4123.550917 1.01030096 0.02714394
4123.585304 1.00536506 0.02743794
4123.619691 0.98092246 0.02923232
4123.654079 1.01916167 0.02582400
4123.688467 1.07176708 0.02095064
4123.722855 1.03845822 0.02771664
4123.757243 1.00016157 0.02978419
4123.791631 0.99652949 0.02509518
4123.826020 1.00868221 0.02867876
4123.860409 0.98416592 0.02964451
4123.894799 0.95018998 0.02789085
4123.929189 0.96426681 0.02893699
4123.963579 0.99999235 0.02778919
4123.997969 1.03704410 0.02994020
4124.032359 0.98657480 0.02792690
4124.066750 1.00909708 0.02567232
4124.101141 1.01249412 0.02444381
4124.135533 0.98587520 0.02722615
4124.169925 0.98947457 0.02404742
4124.204317 1.00143610 0.02423969
4124.238709 0.96551872 0.02529935
4124.273102 0.99157717 0.02619012
4124.307494 0.98966612 0.02964191
4124.341888 1.00774389 0.02985491
4124.376281 0.97379434 0.02475957
4124.410675 0.97376476 0.02734242
4124.445069 0.98636492 0.02944871
4124.479463 0.98321899 0.02675294
4124.513858 0.98838273 0.02521323
4124.548253 1.02152468 0.02451259
4124.582648 1.05243118 0.02607505
4124.617043 0.97821401 0.02688181
4124.651439 0.99465739 0.02529435
4124.685835 0.97028083 0.02973609
4124.720231 0.93402157 0.02731271
4124.754628 0.97633815 0.02788013
4124.789025 0.96491126 0.02506931
4124.823422 0.97971281 0.03170810
4124.857820 0.98690581 0.03122188
4124.892217 1.06747379 0.02487635
4124.926615 1.03863851 0.02600294
4124.961014 0.93272504 0.03248139
4124.995412 0.97205269 0.02741601
4125.029811 0.99598232 0.02558894
4125.064210 1.02000657 0.02575152
4125.098610 1.01365439 0.02811600
4125.133010 1.01412461 0.02973951
4125.167410 1.07784945 0.02699566
4125.201810 0.98943588 0.03028017
4125.236211 0.98966982 0.02703184
4125.270612 1.04663850 0.02869206
4125.305013 0.99443810 0.02511437
4125.339414 1.02580652 0.02935365
4125.373816 1.01718318 0.02896419
4125.408218 1.05257608 0.02863550
4125.442620 1.04430293 0.02606513
4125.477023 1.02934414 0.02651609
4125.511426 1.01699366 0.02810900
4125.545829 0.99874188 0.02876119
4125.580233 0.96562039 0.02652514
4125.614636 1.00738239 0.02605357
4125.649040 0.99066660 0.02907812
4125.683445 1.02381995 0.02760310
4125.717849 1.00926796 0.02930570
4125.752254 1.00188984 0.02514491
4125.786660 1.03754129 0.02531231
4125.821065 1.00207514 0.02664770
4125.855471 0.98782865 0.02689130
4125.889877 0.98791284 0.02727633
4125.924283 1.01211347 0.02905911
4125.958690 0.98108442 0.02835780
4125.993097 1.03422627 0.02712411
4126.027504 1.00060195 0.02898956
4126.061912 1.02000463 0.02807849
4126.096319 0.99277468 0.02678464
4126.130728 1.00892299 0.02932436
4126.165136 1.04062312 0.02637221
4126.199545 1.01306786 0.02673469
4126.233953 1.04185539 0.02676560
4126.268363 1.04466359 0.02544355
4126.302772 1.01435694 0.02810937
4126.337182 1.00308667 0.02578240
4126.371592 1.02705295 0.02883240
4126.406003 0.97577963 0.02719581
4126.440413 0.97853705 0.02535119
4126.474824 0.97094300 0.02924898
4126.509235 0.94763333 0.02868565
4126.543647 0.97149510 0.02495631
4126.578059 1.01190009 0.02853082
4126.612471 1.05796901 0.02857486
4126.646883 1.01903593 0.02741721
4126.681296 0.99814030 0.02859780
4126.715709 0.99176087 0.02723973
4126.750122 0.98469545 0.02644806
4126.784536 1.01850715 0.02859212
4126.818949 0.98751445 0.02981491
4126.853364 1.00466018 0.02708043
4126.887778 0.96499807 0.02431223
4126.922193 1.01221722 0.02529144
4126.956608 0.98430830 0.02669347
4126.991023 0.98540369 0.02974152
4127.025438 0.97615930 0.02657816
4127.059854 1.00903762 0.02770423
4127.094270 0.94896442 0.02623014
4127.128687 0.95991822 0.02816410
4127.163103 0.99002897 0.02885049
4127.197520 0.97356519 0.02786468
4127.231938 0.98979827 0.02571152
4127.266355 0.99598245 0.03024030
4127.300773 1.00678098 0.02584416
4127.335191 0.99294723 0.03009868
4127.369610 1.00162490 0.02831501
4127.404028 1.00889346 0.02422585
4127.438447 1.03517993 0.02805728
4127.472867 0.98693169 0.02965527
4127.507286 0.97960088 0.02436332
4127.541706 0.92546727 0.02651265
4127.576126 1.00697597 0.02565264
4127.610547 1.02517802 0.02787603
4127.644967 1.01577738 0.02463646
4127.679388 0.96099121 0.02653703
4127.713810 0.98702646 0.02596149
4127.748231 0.98623612 0.02459916
4127.782653 0.97973557 0.02584690
4127.817075 0.94084665 0.03078060
4127.851498 0.98881555 0.02620508
4127.885920 1.00262271 0.02547421
4127.920343 0.97460181 0.02889736
4127.954767 0.99785457 0.02790632
4127.989190 0.99159023 0.02562821
4128.023614 0.96482035 0.02657700
4128.058038 0.97074142 0.02877181
4128.092463 0.99081068 0.02340650
4128.126887 0.95518671 0.02643812
4128.161312 0.91596442 0.02804997
4128.195738 0.95975821 0.02699392
4128.230163 0.93831759 0.02665844
4128.264589 1.02836101 0.02720236
4128.299015 0.99806461 0.02827386
4128.333442 0.99707376 0.02580193
4128.367869 0.94856591 0.02855829
4128.402296 0.90961471 0.03060182
4128.436723 0.97439060 0.02758706
4128.471150 0.95407180 0.02920438
4128.505578 0.99407335 0.03001021
4128.540007 0.97208644 0.03109040
4128.574435 1.02558415 0.02688875
4128.608864 1.01199586 0.02566295
4128.643293 1.00137400 0.02647221
4128.677722 1.04488661 0.02673380
4128.712152 0.99395422 0.02878006
4128.746582 0.98892000 0.03066481
4128.781012 0.87938945 0.02796605
4128.815442 0.92458973 0.02544996
4128.849873 0.90507712 0.02570180
4128.884304 0.96075153 0.02899255
4128.918735 1.02148813 0.02742061
4128.953167 0.96826196 0.02704327
4128.987599 1.02385003 0.02946427
4129.022031 0.99135906 0.02530115
4129.056464 0.98028310 0.02494095
4129.090896 0.96723969 0.02540060
4129.125329 0.96672185 0.02556036
4129.159763 0.95090695 0.02731441
4129.194196 0.94112618 0.02915723
4129.228630 0.99278373 0.02384495
4129.263064 1.02561476 0.02585463
4129.297499 0.96406619 0.02581675
4129.331934 0.94934550 0.03003773
4129.366369 0.96863525 0.02970085
4129.400804 0.96664861 0.02910157
4129.435240 0.99921312 0.02641382
4129.469676 0.95394320 0.02610993
4129.504112 0.96850672 0.03023478
4129.538548 0.95369619 0.02511449
4129.572985 0.92471326 0.02305373
4129.607422 0.93927597 0.02721017
4129.641860 0.98477316 0.02389518
4129.676297 1.00227532 0.02509427
4129.710735 0.96000891 0.02831336
4129.745173 0.96602102 0.03241905
4129.779612 0.96786197 0.02985340
4129.814051 0.98346404 0.03217946
4129.848490 0.96341436 0.02745579
4129.882929 0.93831226 0.02751212
4129.917369 0.90875311 0.02445521
4129.951809 0.91942936 0.02799333
4129.986249 0.95212969 0.02454549
4130.020690 1.00369202 0.02759196
4130.055130 1.01390011 0.02709450
4130.089572 0.99067633 0.03023711
4130.124013 0.95386173 0.02669275
4130.158455 1.00615190 0.03163810
4130.192897 0.96947388 0.03009323
4130.227339 0.99257502 0.02536873
4130.261781 1.01330497 0.02908857
4130.296224 0.97398034 0.02700615
4130.330667 1.00981121 0.02496572
4130.365111 0.95054785 0.02507927
4130.399554 0.96070375 0.02562995
4130.433998 0.96266461 0.02914328
4130.468443 0.99773221 0.02347244
4130.502887 0.95852717 0.02317654
4130.537332 0.96996813 0.02854430
4130.571777 1.02491529 0.02656959
4130.606222 0.98693756 0.03025858
4130.640668 0.94417711 0.02403257
4130.675114 0.95811392 0.02959636
4130.709560 0.96233573 0.02829847
4130.744007 0.97410414 0.02679520
4130.778454 0.93927476 0.02348437
4130.812901 0.99641099 0.02740397
4130.847348 0.97656027 0.02948806
4130.881796 0.97691954 0.02508761
4130.916244 0.96061258 0.02625766
4130.950692 0.94927033 0.02642808
4130.985141 0.97587529 0.02938868
4131.019590 0.96066797 0.02984322
4131.054039 0.97307057 0.02659100
4131.088488 0.99889534 0.02788779
4131.122938 0.96929676 0.02484656
4131.157388 0.93731441 0.02585263
4131.191838 0.95412327 0.02325209
4131.226289 0.96753162 0.02839120
4131.260740 0.99952688 0.02982786
4131.295191 0.95837490 0.03014299
4131.329642 1.00908157 0.02704853
4131.364094 1.01267006 0.02975874
4131.398546 1.00981887 0.02974131
4131.432998 0.97690519 0.02899433
4131.467451 1.00180448 0.02415220
4131.501904 0.96505973 0.02723162
4131.536357 0.99845389 0.02490195
4131.570810 0.94394270 0.02227946
4131.605264 0.99067417 0.02566430
4131.639718 0.95225485 0.02677467
4131.674172 0.94572335 0.02768474
4131.708627 0.98923530 0.02550526
4131.743082 0.97890109 0.02797144
4131.777537 0.98333964 0.02895430
4131.811993 1.00172778 0.02668331
4131.846448 0.95757485 0.02813473
4131.880904 0.97043183 0.02823411
4131.915361 0.94127789 0.02654553
4131.949817 0.91167097 0.02792140
4131.984274 0.96693591 0.02658262
4132.018731 0.92738950 0.02775217
4132.053189 0.95044245 0.02932736
4132.087647 0.98561847 0.02955303
4132.122105 1.01811813 0.02299449
4132.156563 1.02810024 0.02731187
4132.191022 1.01061572 0.02599336
4132.225481 0.99708989 0.02846290
4132.259940 0.96788525 0.02886501
4132.294399 0.96000129 0.02872666
4132.328859 0.99840829 0.02720458
4132.363319 0.97509917 0.02710926
4132.397779 0.98195900 0.02577929
4132.432240 0.99686567 0.03050283
4132.466701 0.95287299 0.02472545
4132.501162 0.97199354 0.02800281
4132.535624 1.00216784 0.02626291
4132.570085 1.00333439 0.02826068
4132.604547 0.95148503 0.02757930
4132.639010 0.96462623 0.02622721
4132.673472 0.95207163 0.02868505
4132.707935 0.97377094 0.02543533
4132.742399 1.00618285 0.02633830
4132.776862 0.94759308 0.02528076
4132.811326 0.94770275 0.03154398
4132.845790 0.93339643 0.02512791
4132.880254 0.99006666 0.02759620
4132.914719 0.98936613 0.02454989
4132.949184 0.98982670 0.02707785
4132.983649 0.98266107 0.02595017
4133.018115 0.93207712 0.02729078
4133.052581 0.93642329 0.02532746
4133.087047 1.02224311 0.02610872
4133.121513 0.99944554 0.02754706
4133.155980 1.05520332 0.02508761
4133.190447 1.01598729 0.02573322
4133.224914 1.00058875 0.02808483
4133.259381 0.96907959 0.02812224
4133.293849 0.93127696 0.02662135
4133.328317 0.96484310 0.02659914
4133.362786 0.96342253 0.02593617
4133.397254 1.00244237 0.02630873
4133.431723 0.99223873 0.02598768
4133.466193 0.94800899 0.02614615
4133.500662 0.94709946 0.02531049
4133.535132 1.00481055 0.02236994
4133.569602 0.97859168 0.02632560
4133.604072 0.97289493 0.02923382
4133.638543 0.99037363 0.02452730
4133.673014 0.99345372 0.02520323
4133.707485 1.01177087 0.02908604
4133.741957 0.97807774 0.02738227
4133.776429 0.98584784 0.02425441
4133.810901 0.96744200 0.02436684
4133.845373 0.96138890 0.02973151
4133.879846 0.96092325 0.03228225
4133.914319 0.99323722 0.02773972
4133.948792 1.00650248 0.02623045
4133.983266 1.00763821 0.02824384
4134.017740 0.97226390 0.02880193
4134.052214 0.98804025 0.02708035
4134.086688 1.00089549 0.02868582
4134.121163 1.01550499 0.02638780
4134.155638 1.01435572 0.02570366
4134.190113 0.99810756 0.02892261
4134.224589 1.03509079 0.02469374
4134.259065 1.01377840 0.02727601
4134.293541 1.00019318 0.02603527
4134.328017 0.96398902 0.02704673
4134.362494 0.94243799 0.02624755
4134.396971 0.98881355 0.02626167
4134.431448 0.99431961 0.02829584
4134.465926 0.97790734 0.02984065
4134.500404 0.97364584 0.02836553
4134.534882 1.02118696 0.02508337
4134.569361 0.96587625 0.02621896
4134.603839 0.98989999 0.02506921
4134.638318 1.05326522 0.02450124
4134.672798 1.07189016 0.02360447
4134.707277 1.01652918 0.02881600
4134.741757 1.02910024 0.03029694
4134.776237 1.04194860 0.02467694
4134.810718 1.01201334 0.02749237
4134.845198 0.96562232 0.02541902
4134.879680 0.98762969 0.02884747
4134.914161 0.96472456 0.02755443
4134.948642 0.98537702 0.02825322
4134.983124 1.00680723 0.03105311
4135.017607 0.98140346 0.02744558
4135.052089 1.00379602 0.02642179
4135.086572 1.01121491 0.02477238
4135.121055 1.03900687 0.02759351
4135.155538 1.02393933 0.03067601
4135.190022 0.99251966 0.02874673
4135.224506 1.01017627 0.02263520
4135.258990 1.04784398 0.02691455
4135.293474 1.02503841 0.02696921
4135.327959 0.99040178 0.02896329
4135.362444 1.00368761 0.02538693
4135.396930 1.02063226 0.02846451
4135.431415 0.99067406 0.02503397
4135.465901 1.01089486 0.03111044
4135.500387 0.99190001 0.03018391
4135.534874 1.01044522 0.02817968
4135.569361 0.98740438 0.02371107
4135.603848 1.00765835 0.02968213
4135.638335 0.97237761 0.03057701
4135.672823 0.98227328 0.02457997
4135.707311 1.03951916 0.02570269
4135.741799 0.99096629 0.02491827
4135.776288 1.01331091 0.02582818
4135.810776 0.99817462 0.02681199
4135.845265 1.02671665 0.02811982
4135.879755 1.01715862 0.02617648
4135.914244 1.04801365 0.02958537
4135.948734 1.01935621 0.02805087
4135.983225 0.96513060 0.03111089
4136.017715 0.99053928 0.02802633
4136.052206 0.99443151 0.02857255
4136.086697 0.96832649 0.02771187
4136.121189 1.00577963 0.02724653
4136.155680 0.97725322 0.02600816
4136.190172 1.04814092 0.02570827
4136.224664 1.02785750 0.02643273
4136.259157 0.98371492 0.02753126
4136.293650 0.97945118 0.02575541
4136.328143 0.98381573 0.02562685
4136.362636 1.02368446 0.02570546
4136.397130 1.01768117 0.02690425
4136.431624 0.94812363 0.03050424
4136.466118 0.99656906 0.02755513
4136.500613 0.94839927 0.02990677
4136.535108 0.98459282 0.02465123
4136.569603 0.99885545 0.02787233
4136.604098 1.01714421 0.02579537
4136.638594 1.01307164 0.02901106
4136.673090 1.00729226 0.02420627
4136.707586 0.96434566 0.02657185
4136.742083 0.97439837 0.02669474
4136.776580 1.00945578 0.02665027
4136.811077 0.96376872 0.02556291
4136.845574 0.99504830 0.02664296
4136.880072 1.00479010 0.02618299
4136.914570 1.05745382 0.02545470
4136.949068 1.01394749 0.02967416
4136.983567 0.98017847 0.02554991
4137.018066 1.03320023 0.02732892
4137.052565 1.02498150 0.02587524
4137.087064 0.98741867 0.02798740
4137.121564 0.98485301 0.02740436
4137.156064 1.03020909 0.02617998
4137.190564 1.00919059 0.02771520
4137.225065 0.98372493 0.02872151
4137.259566 0.96622853 0.02438960
4137.294067 0.98244556 0.02818106
4137.328569 0.96536069 0.03079058
4137.363070 0.95743439 0.02835282
4137.397572 0.97609581 0.02938117
4137.432075 0.98877396 0.02705224
4137.466577 0.99050795 0.02940204
4137.501080 1.00064610 0.02894903
4137.535583 1.06965611 0.02300538
4137.570087 1.00937252 0.02666836
4137.604591 1.03592095 0.02543066
4137.639095 1.04863020 0.02819321
4137.673599 0.98170799 0.02735241
4137.708104 0.97069201 0.02901167
4137.742609 1.01268757 0.02567668
4137.777114 0.99210555 0.02852574
4137.811619 0.95700237 0.02855880
4137.846125 0.98490702 0.02610003
4137.880631 0.96651986 0.03049728
4137.915137 0.98272909 0.02770357
4137.949644 0.96020635 0.02828265
4137.984151 0.99931966 0.02788011
4138.018658 1.01165362 0.02712681
4138.053166 1.05034673 0.02815041
4138.087674 0.98688488 0.02812244
4138.122182 0.97535444 0.02496654
4138.156690 0.96866782 0.02781098
4138.191199 0.93279975 0.02581029
4138.225708 0.99911373 0.02688687
4138.260217 0.98988275 0.02712060
4138.294726 1.00307745 0.02657878
4138.329236 0.96542103 0.02722606
4138.363746 0.96767705 0.02900107
4138.398257 0.98347841 0.02600530
4138.432767 0.98345665 0.02885712
4138.467278 0.99988114 0.02620135
4138.501789 0.97503570 0.02535118
4138.536301 0.93597987 0.02672383
4138.570813 1.03521215 0.02582433
4138.605325 1.02597938 0.02697110
4138.639837 1.00786015 0.02640423
4138.674350 1.00319543 0.02925735
4138.708863 0.98752392 0.02777869
4138.743376 0.97248315 0.02662887
4138.777890 0.96026600 0.02918000
4138.812404 0.97434272 0.02756718
4138.846918 1.00986630 0.02635371
