# Synthetic disentangled spectrum for the MINATO SPAN tutorial.
# Generated from PoWR GAL-OB-Vd3 models 32-40 and 22-42; see provenance.json.
# wavelength_A normalised_flux marginal_flux_error_1sigma
4056.497798 0.99152111 0.00349386
4056.531626 0.98828434 0.00334878
4056.565454 0.98592945 0.00341415
4056.599282 0.98147982 0.00366155
4056.633110 0.98587926 0.00298145
4056.666939 0.98721900 0.00319277
4056.700768 0.98657919 0.00350346
4056.734598 0.98817707 0.00344950
4056.768427 0.99220775 0.00349741
4056.802257 0.99538753 0.00323076
4056.836088 0.98673630 0.00301221
4056.869918 0.99210163 0.00288949
4056.903749 0.99080427 0.00355094
4056.937580 0.99060581 0.00319506
4056.971411 0.98465586 0.00282936
4057.005243 0.98750710 0.00317128
4057.039075 0.98769533 0.00331349
4057.072907 0.98982625 0.00291537
4057.106740 0.98666302 0.00328221
4057.140572 0.99278945 0.00341428
4057.174405 0.99129543 0.00363824
4057.208239 0.98866639 0.00336102
4057.242072 0.99728385 0.00296965
4057.275906 0.99053741 0.00335366
4057.309740 0.98942589 0.00290416
4057.343575 0.98819154 0.00273342
4057.377410 0.99064314 0.00359463
4057.411245 0.99307826 0.00280008
4057.445080 0.99332314 0.00325357
4057.478916 0.99016872 0.00315063
4057.512752 0.99233725 0.00329604
4057.546588 1.00007580 0.00311068
4057.580424 0.99672730 0.00313573
4057.614261 0.98796910 0.00343888
4057.648098 0.99074206 0.00328256
4057.681935 0.99566067 0.00336105
4057.715773 0.99488056 0.00339607
4057.749611 0.99542903 0.00325653
4057.783449 0.99354514 0.00302743
4057.817287 0.99001186 0.00308864
4057.851126 0.98943292 0.00344539
4057.884965 0.98682833 0.00296657
4057.918804 0.99042666 0.00321087
4057.952644 0.99045844 0.00348204
4057.986483 0.99305642 0.00342882
4058.020323 0.99222973 0.00314874
4058.054164 0.98976301 0.00337669
4058.088005 0.99344022 0.00328594
4058.121845 0.99049491 0.00339637
4058.155687 0.99218617 0.00330065
4058.189528 0.99433521 0.00338417
4058.223370 0.99279058 0.00298887
4058.257212 0.99368477 0.00316218
4058.291054 0.99015788 0.00317928
4058.324897 0.99400044 0.00347264
4058.358740 0.99634618 0.00312358
4058.392583 0.99542338 0.00376481
4058.426427 0.99852395 0.00345746
4058.460271 0.99132835 0.00291324
4058.494115 0.99405610 0.00343096
4058.527959 0.99314209 0.00304211
4058.561804 0.99200265 0.00347130
4058.595648 0.99138697 0.00329731
4058.629494 0.98966335 0.00318244
4058.663339 0.99062126 0.00335426
4058.697185 0.98664144 0.00333169
4058.731031 0.99064902 0.00342139
4058.764877 0.98285687 0.00385318
4058.798724 0.98967427 0.00340477
4058.832571 0.98924121 0.00367229
4058.866418 0.98567873 0.00299937
4058.900265 0.99160793 0.00376961
4058.934113 0.99118812 0.00307246
4058.967961 0.98953231 0.00283446
4059.001809 0.98366354 0.00297725
4059.035658 0.98411488 0.00318991
4059.069507 0.98334648 0.00284569
4059.103356 0.98658518 0.00299449
4059.137205 0.98977056 0.00295949
4059.171055 0.98919227 0.00286421
4059.204905 0.98716429 0.00310713
4059.238755 0.98664854 0.00341244
4059.272606 0.98757945 0.00341379
4059.306457 0.98212839 0.00333146
4059.340308 0.98298103 0.00360159
4059.374159 0.98280450 0.00327925
4059.408011 0.98701446 0.00343348
4059.441863 0.98624945 0.00339200
4059.475715 0.98360305 0.00376795
4059.509568 0.98290482 0.00351768
4059.543420 0.98167926 0.00365408
4059.577273 0.98436001 0.00346650
4059.611127 0.98185850 0.00320692
4059.644980 0.98157097 0.00354500
4059.678834 0.98622394 0.00336783
4059.712689 0.98535262 0.00375296
4059.746543 0.98219069 0.00382408
4059.780398 0.98880152 0.00335945
4059.814253 0.98209419 0.00361207
4059.848108 0.98755681 0.00295246
4059.881964 0.98965125 0.00290063
4059.915820 0.98292935 0.00320892
4059.949676 0.98731433 0.00290630
4059.983533 0.98294262 0.00336698
4060.017389 0.98491863 0.00288512
4060.051246 0.98440753 0.00348660
4060.085104 0.98515164 0.00316815
4060.118961 0.98721574 0.00323540
4060.152819 0.98929672 0.00315573
4060.186677 0.98709950 0.00344056
4060.220536 0.98701855 0.00342157
4060.254394 0.99190738 0.00331482
4060.288254 0.99327485 0.00310208
4060.322113 0.99433746 0.00285953
4060.355972 0.99375711 0.00339295
4060.389832 0.99364066 0.00326563
4060.423692 0.99440947 0.00341530
4060.457553 0.99493116 0.00321409
4060.491414 0.99465560 0.00286876
4060.525275 0.99419873 0.00318765
4060.559136 0.99019547 0.00326464
4060.592997 0.99567703 0.00327580
4060.626859 0.99274461 0.00325384
4060.660721 0.98985397 0.00318966
4060.694584 0.99878210 0.00307175
4060.728446 0.99392729 0.00313829
4060.762309 0.99616596 0.00329605
4060.796173 0.99821475 0.00319257
4060.830036 0.98993777 0.00290222
4060.863900 0.99693857 0.00301662
4060.897764 0.99697059 0.00306232
4060.931629 0.99608634 0.00342336
4060.965493 0.99686099 0.00318979
4060.999358 0.99857603 0.00384726
4061.033223 0.99650983 0.00327999
4061.067089 0.99344958 0.00327008
4061.100955 0.99470132 0.00257663
4061.134821 0.99836673 0.00285721
4061.168687 0.99661487 0.00342111
4061.202554 0.99444691 0.00313976
4061.236421 0.99665850 0.00338213
4061.270288 0.99710772 0.00313141
4061.304155 1.00149538 0.00332541
4061.338023 0.99499522 0.00336180
4061.371891 0.99142785 0.00315711
4061.405760 0.99723552 0.00347797
4061.439628 0.99515512 0.00336549
4061.473497 0.99608034 0.00338493
4061.507366 0.99130198 0.00385363
4061.541236 0.99779659 0.00345879
4061.575105 0.99226609 0.00283144
4061.608975 0.99388253 0.00325329
4061.642846 1.00136823 0.00329486
4061.676716 0.99471821 0.00354076
4061.710587 0.99953536 0.00320184
4061.744458 0.99408104 0.00347279
4061.778330 0.99199602 0.00315832
4061.812202 0.99395418 0.00330406
4061.846074 0.99524490 0.00358678
4061.879946 1.00013886 0.00375261
4061.913818 0.99547743 0.00383675
4061.947691 0.99133124 0.00317862
4061.981564 0.98917857 0.00355297
4062.015438 0.99295685 0.00318964
4062.049312 0.99543952 0.00318596
4062.083186 0.99236502 0.00315037
4062.117060 1.00093080 0.00319500
4062.150934 0.99830938 0.00318642
4062.184809 0.99830330 0.00321375
4062.218684 0.99577775 0.00319220
4062.252560 0.99971813 0.00329917
4062.286435 0.99853276 0.00317175
4062.320311 0.99349918 0.00306091
4062.354188 0.98980967 0.00363524
4062.388064 0.99217800 0.00274673
4062.421941 0.99312490 0.00306799
4062.455818 0.99270619 0.00343214
4062.489695 0.99783908 0.00313813
4062.523573 1.00164241 0.00313784
4062.557451 0.99577131 0.00310106
4062.591329 0.99722958 0.00313830
4062.625208 1.00191747 0.00281130
4062.659087 0.99902220 0.00299595
4062.692966 0.99894343 0.00321189
4062.726845 0.99557470 0.00357379
4062.760725 1.00352370 0.00315788
4062.794605 0.99577327 0.00328907
4062.828485 0.99694546 0.00360356
4062.862365 0.99464427 0.00352557
4062.896246 0.99938755 0.00310293
4062.930127 1.00082848 0.00318955
4062.964008 0.99880724 0.00314476
4062.997890 0.99752124 0.00299927
4063.031772 0.99152139 0.00271791
4063.065654 0.99249949 0.00324094
4063.099537 0.99475276 0.00295133
4063.133419 0.99760456 0.00332586
4063.167302 0.99876525 0.00322195
4063.201186 0.99907297 0.00281569
4063.235069 0.99111336 0.00310665
4063.268953 0.99544191 0.00315938
4063.302837 0.99399911 0.00353732
4063.336722 0.99006067 0.00350633
4063.370606 0.99074506 0.00335536
4063.404491 0.99528815 0.00331804
4063.438377 0.98812475 0.00339334
4063.472262 0.99175816 0.00348091
4063.506148 0.99235614 0.00368041
4063.540034 0.99198233 0.00322667
4063.573921 0.99433413 0.00309611
4063.607807 0.99678048 0.00343065
4063.641694 0.99409521 0.00342830
4063.675582 0.98953695 0.00332727
4063.709469 0.98915009 0.00339737
4063.743357 0.99223695 0.00345214
4063.777245 0.99237769 0.00355706
4063.811134 0.99283650 0.00354156
4063.845022 0.99417287 0.00326695
4063.878911 0.99606385 0.00324906
4063.912800 0.99299098 0.00331363
4063.946690 0.99602163 0.00341455
4063.980580 0.99620841 0.00323770
4064.014470 0.99246607 0.00306899
4064.048360 0.98960407 0.00335683
4064.082251 0.98920437 0.00354302
4064.116142 0.98551405 0.00354123
4064.150033 0.99122561 0.00315066
4064.183925 0.98987818 0.00302526
4064.217816 0.99218464 0.00320008
4064.251708 0.98940688 0.00310079
4064.285601 0.98841098 0.00342167
4064.319493 0.98602470 0.00328024
4064.353386 0.99086133 0.00385451
4064.387279 0.99478705 0.00333282
4064.421173 0.98776294 0.00326349
4064.455067 0.98623864 0.00307514
4064.488961 0.98720484 0.00314474
4064.522855 0.98749262 0.00324405
4064.556750 0.99159828 0.00316225
4064.590645 0.99154132 0.00306889
4064.624540 0.98981018 0.00315372
4064.658435 0.99081448 0.00303645
4064.692331 0.99157126 0.00320253
4064.726227 0.99088350 0.00316804
4064.760123 0.98972485 0.00320409
4064.794020 0.98883607 0.00265552
4064.827917 0.99017518 0.00339304
4064.861814 0.99168256 0.00332413
4064.895711 0.99859354 0.00329232
4064.929609 0.99482122 0.00363924
4064.963507 0.99253900 0.00352281
4064.997405 0.99241429 0.00338729
4065.031304 0.99356221 0.00339462
4065.065203 0.99769968 0.00288707
4065.099102 0.99511768 0.00288322
4065.133001 0.99512461 0.00324661
4065.166901 0.99267949 0.00335343
4065.200801 0.99521768 0.00358786
4065.234701 0.99473946 0.00354796
4065.268602 0.99630894 0.00350324
4065.302503 0.99745534 0.00335503
4065.336404 0.99489906 0.00315922
4065.370305 0.99530482 0.00338128
4065.404207 0.99519163 0.00330592
4065.438109 1.00018950 0.00307151
4065.472011 0.99779102 0.00348530
4065.505914 0.99458720 0.00359939
4065.539816 0.99173478 0.00347262
4065.573720 0.99559137 0.00315339
4065.607623 0.99768280 0.00309195
4065.641527 0.99605983 0.00307426
4065.675431 0.99388802 0.00350667
4065.709335 0.99384301 0.00309926
4065.743239 0.99467436 0.00300771
4065.777144 0.99653688 0.00344355
4065.811049 0.99718998 0.00331462
4065.844955 0.99613634 0.00332127
4065.878860 0.99531960 0.00325172
4065.912766 0.99682582 0.00332750
4065.946672 0.99127058 0.00326488
4065.980579 0.99648607 0.00285560
4066.014486 1.00281361 0.00319598
4066.048393 0.99153382 0.00345665
4066.082300 0.99610117 0.00328414
4066.116208 0.99018500 0.00312512
4066.150115 0.99306198 0.00372151
4066.184024 0.99025767 0.00337818
4066.217932 0.99377270 0.00338805
4066.251841 0.99626315 0.00332185
4066.285750 0.99650527 0.00300968
4066.319659 0.99251971 0.00338847
4066.353569 0.99118124 0.00335660
4066.387479 0.99201981 0.00315621
4066.421389 0.99731928 0.00354396
4066.455299 1.00264898 0.00324486
4066.489210 1.00346719 0.00301216
4066.523121 0.99907197 0.00320617
4066.557032 0.99600167 0.00326141
4066.590944 0.99680359 0.00310760
4066.624856 1.00210214 0.00314122
4066.658768 0.99823196 0.00332700
4066.692680 0.99343198 0.00323146
4066.726593 0.99765237 0.00361516
4066.760506 0.99205390 0.00302782
4066.794419 0.98579285 0.00302027
4066.828333 0.98303160 0.00334692
4066.862247 0.98375270 0.00320531
4066.896161 0.98295235 0.00263449
4066.930075 0.98199793 0.00297310
4066.963990 0.97804941 0.00294703
4066.997905 0.97228117 0.00328192
4067.031820 0.97025457 0.00291776
4067.065736 0.96333809 0.00306274
4067.099651 0.96292307 0.00334304
4067.133568 0.96491934 0.00310822
4067.167484 0.96108369 0.00338537
4067.201401 0.94920207 0.00354658
4067.235318 0.94817450 0.00361993
4067.269235 0.94577459 0.00364914
4067.303152 0.94599273 0.00303203
4067.337070 0.94601985 0.00332746
4067.370988 0.94894268 0.00349325
4067.404907 0.94165338 0.00363576
4067.438825 0.93190793 0.00298835
4067.472744 0.93380776 0.00297764
4067.506663 0.93264773 0.00347133
4067.540583 0.93141711 0.00329668
4067.574503 0.92962521 0.00356609
4067.608423 0.93097640 0.00301442
4067.642343 0.92861318 0.00348771
4067.676264 0.92941208 0.00334548
4067.710185 0.92361528 0.00332338
4067.744106 0.91787923 0.00327501
4067.778027 0.91347603 0.00331362
4067.811949 0.90820899 0.00363930
4067.845871 0.90957178 0.00298569
4067.879793 0.90809013 0.00295992
4067.913716 0.90258617 0.00340218
4067.947639 0.90762349 0.00305238
4067.981562 0.90557570 0.00325239
4068.015485 0.89748305 0.00349846
4068.049409 0.89404700 0.00372228
4068.083333 0.89296534 0.00336217
4068.117258 0.88389714 0.00301505
4068.151182 0.88677301 0.00314696
4068.185107 0.88136097 0.00336808
4068.219032 0.87634717 0.00345735
4068.252958 0.87891716 0.00347387
4068.286883 0.87733928 0.00340105
4068.320809 0.86804025 0.00337991
4068.354736 0.86418398 0.00316940
4068.388662 0.86242431 0.00337213
4068.422589 0.86713607 0.00369626
4068.456516 0.86148064 0.00330516
4068.490444 0.86043180 0.00350921
4068.524371 0.86410852 0.00319816
4068.558299 0.85193109 0.00300090
4068.592228 0.85664506 0.00305474
4068.626156 0.85442364 0.00346303
4068.660085 0.85282109 0.00324037
4068.694014 0.85544829 0.00309275
4068.727943 0.84770912 0.00334343
4068.761873 0.84694107 0.00370498
4068.795803 0.84889669 0.00323794
4068.829733 0.84986114 0.00333939
4068.863664 0.84844092 0.00362065
4068.897595 0.84995407 0.00360280
4068.931526 0.83850910 0.00355182
4068.965457 0.84515361 0.00306819
4068.999389 0.84773038 0.00317182
4069.033321 0.84209935 0.00368168
4069.067253 0.83635467 0.00330564
4069.101185 0.83276589 0.00283104
4069.135118 0.82864777 0.00341987
4069.169051 0.83069351 0.00365635
4069.202985 0.82724738 0.00324191
4069.236918 0.82671603 0.00330355
4069.270852 0.82979693 0.00329970
4069.304786 0.82265606 0.00341745
4069.338721 0.82438001 0.00340369
4069.372656 0.81870951 0.00293639
4069.406591 0.80930201 0.00318172
4069.440526 0.81016954 0.00310675
4069.474462 0.80428297 0.00342988
4069.508398 0.80058269 0.00345673
4069.542334 0.79301348 0.00304693
4069.576270 0.79712091 0.00309340
4069.610207 0.79748666 0.00319622
4069.644144 0.79521967 0.00330463
4069.678081 0.79941537 0.00348734
4069.712019 0.79806852 0.00336587
4069.745957 0.79652869 0.00338339
4069.779895 0.80035885 0.00336543
4069.813834 0.80334282 0.00306086
4069.847772 0.79973149 0.00317742
4069.881711 0.80611839 0.00367534
4069.915651 0.80815612 0.00333231
4069.949590 0.81270530 0.00341973
4069.983530 0.81552839 0.00353139
4070.017470 0.82101027 0.00352484
4070.051411 0.81788044 0.00366776
4070.085351 0.81855075 0.00293781
4070.119292 0.82145254 0.00329483
4070.153234 0.82929040 0.00340714
4070.187175 0.83183741 0.00341117
4070.221117 0.83377231 0.00319772
4070.255059 0.83948483 0.00303140
4070.289002 0.83792867 0.00338035
4070.322944 0.84083039 0.00341996
4070.356887 0.84558257 0.00344118
4070.390831 0.85103973 0.00305224
4070.424774 0.85561003 0.00293089
4070.458718 0.86107292 0.00312798
4070.492662 0.85932078 0.00353458
4070.526606 0.85598525 0.00321720
4070.560551 0.86800677 0.00356638
4070.594496 0.87257274 0.00310408
4070.628441 0.87238487 0.00346859
4070.662387 0.88191433 0.00334913
4070.696333 0.88750168 0.00333046
4070.730279 0.89549291 0.00348184
4070.764225 0.89925259 0.00328318
4070.798172 0.90262900 0.00312116
4070.832119 0.90694412 0.00330268
4070.866066 0.90747082 0.00295737
4070.900013 0.91673574 0.00330636
4070.933961 0.91960754 0.00320558
4070.967909 0.92856369 0.00301655
4071.001858 0.92745279 0.00338808
4071.035806 0.92829149 0.00351218
4071.069755 0.92878516 0.00347747
4071.103704 0.93423742 0.00338318
4071.137654 0.93304575 0.00329684
4071.171604 0.93684187 0.00331085
4071.205554 0.93966884 0.00345978
4071.239504 0.93678155 0.00325928
4071.273455 0.93174479 0.00344193
4071.307406 0.93370774 0.00340751
4071.341357 0.92734119 0.00346213
4071.375308 0.93230918 0.00351254
4071.409260 0.93572907 0.00357147
4071.443212 0.93851600 0.00347703
4071.477164 0.93778097 0.00316865
4071.511117 0.93350851 0.00315943
4071.545070 0.92449392 0.00315274
4071.579023 0.93050424 0.00291766
4071.612977 0.93151455 0.00336407
4071.646930 0.93101574 0.00307714
4071.680884 0.93212175 0.00305759
4071.714839 0.93346036 0.00334180
4071.748793 0.92660225 0.00316512
4071.782748 0.92525871 0.00336385
4071.816703 0.92438317 0.00290982
4071.850659 0.92490130 0.00336222
4071.884614 0.92437999 0.00315383
4071.918570 0.91960231 0.00338380
4071.952527 0.92219294 0.00344930
4071.986483 0.92489134 0.00330112
4072.020440 0.92334395 0.00369597
4072.054397 0.92431999 0.00330757
4072.088355 0.92150261 0.00328076
4072.122312 0.91696171 0.00278550
4072.156270 0.91807917 0.00339831
4072.190229 0.91541998 0.00316920
4072.224187 0.91496894 0.00320774
4072.258146 0.91979867 0.00339889
4072.292105 0.91859098 0.00312437
4072.326065 0.91602007 0.00365778
4072.360024 0.91937312 0.00339457
4072.393984 0.92077933 0.00326646
4072.427944 0.91978481 0.00355060
4072.461905 0.92269133 0.00358406
4072.495866 0.92168910 0.00319143
4072.529827 0.92294967 0.00307490
4072.563788 0.92777750 0.00330534
4072.597750 0.92565124 0.00347693
4072.631712 0.92822872 0.00338193
4072.665674 0.93152402 0.00339346
4072.699637 0.92893821 0.00345163
4072.733599 0.93402737 0.00310373
4072.767563 0.93771294 0.00297122
4072.801526 0.94305045 0.00339631
4072.835490 0.94087029 0.00375491
4072.869454 0.94508121 0.00335350
4072.903418 0.94450577 0.00332834
4072.937382 0.94733545 0.00350999
4072.971347 0.95113119 0.00348426
4073.005312 0.95453178 0.00366819
4073.039277 0.95718131 0.00304165
4073.073243 0.96267356 0.00322939
4073.107209 0.96094093 0.00363023
4073.141175 0.96722655 0.00323313
4073.175142 0.97214092 0.00305017
4073.209108 0.97758697 0.00323795
4073.243075 0.97590466 0.00339950
4073.277043 0.97637115 0.00389997
4073.311010 0.97762643 0.00323754
4073.344978 0.97713810 0.00292601
4073.378947 0.98553393 0.00275602
4073.412915 0.98372847 0.00329659
4073.446884 0.98504481 0.00299865
4073.480853 0.98477143 0.00385443
4073.514822 0.98675909 0.00350376
4073.548792 0.98186520 0.00305500
4073.582762 0.98109159 0.00309643
4073.616732 0.98154904 0.00336303
4073.650702 0.98390309 0.00329738
4073.684673 0.98309633 0.00313699
4073.718644 0.98836047 0.00355839
4073.752615 0.98236712 0.00364953
4073.786587 0.98534551 0.00307409
4073.820559 0.98722038 0.00329395
4073.854531 0.98641788 0.00325737
4073.888503 0.98675420 0.00319940
4073.922476 0.98368257 0.00368467
4073.956449 0.98506866 0.00350098
4073.990422 0.98618450 0.00328668
4074.024396 0.98407171 0.00328846
4074.058370 0.98993953 0.00367253
4074.092344 0.98851121 0.00340624
4074.126318 0.99110314 0.00313839
4074.160293 0.98813337 0.00316804
4074.194268 0.98475210 0.00345453
4074.228243 0.99155992 0.00349447
4074.262219 0.98593483 0.00321784
4074.296195 0.98223422 0.00296413
4074.330171 0.98457951 0.00365375
4074.364147 0.98045097 0.00349042
4074.398124 0.98274647 0.00329753
4074.432101 0.98265314 0.00341923
4074.466078 0.98004641 0.00364450
4074.500055 0.98599508 0.00332909
4074.534033 0.98569955 0.00322451
4074.568011 0.98516939 0.00338457
4074.601990 0.98329955 0.00329948
4074.635968 0.98762099 0.00324385
4074.669947 0.98658334 0.00350958
4074.703927 0.98294435 0.00345562
4074.737906 0.98179257 0.00343059
4074.771886 0.97818534 0.00316613
4074.805866 0.97349942 0.00284830
4074.839846 0.97086310 0.00325017
4074.873827 0.96692121 0.00379132
4074.907808 0.96212424 0.00327055
4074.941789 0.95805750 0.00333423
4074.975771 0.95347887 0.00302224
4075.009752 0.94711842 0.00314286
4075.043735 0.94429542 0.00361614
4075.077717 0.94500521 0.00336612
4075.111699 0.94160216 0.00351529
4075.145682 0.94131627 0.00350197
4075.179666 0.93743666 0.00332741
4075.213649 0.93154987 0.00324431
4075.247633 0.92420398 0.00306245
4075.281617 0.92667829 0.00287019
4075.315601 0.92862763 0.00343936
4075.349586 0.92748472 0.00305194
4075.383571 0.92626772 0.00361948
4075.417556 0.91472346 0.00336629
4075.451541 0.91401581 0.00321025
4075.485527 0.91521758 0.00297572
4075.519513 0.91371801 0.00327319
4075.553500 0.91229165 0.00295566
4075.587486 0.90543330 0.00297422
4075.621473 0.90760918 0.00277270
4075.655460 0.91236588 0.00340155
4075.689448 0.91275132 0.00347515
4075.723435 0.91183699 0.00349670
4075.757423 0.91028273 0.00375101
4075.791412 0.90659714 0.00318640
4075.825400 0.91082248 0.00280524
4075.859389 0.91470952 0.00311133
4075.893378 0.90996950 0.00329983
4075.927368 0.90551739 0.00351833
4075.961357 0.90968448 0.00356451
4075.995347 0.90918404 0.00354384
4076.029338 0.90771089 0.00347254
4076.063328 0.90784887 0.00309868
4076.097319 0.90696898 0.00322370
4076.131310 0.91046981 0.00294999
4076.165302 0.91336238 0.00326017
4076.199293 0.91818283 0.00337980
4076.233285 0.91805914 0.00349532
4076.267278 0.91794853 0.00294113
4076.301270 0.91760511 0.00355623
4076.335263 0.92449993 0.00314709
4076.369256 0.92535812 0.00349231
4076.403250 0.92530689 0.00335043
4076.437243 0.92494819 0.00324903
4076.471237 0.92698304 0.00326730
4076.505231 0.93477510 0.00343507
4076.539226 0.93277873 0.00342454
4076.573221 0.94030499 0.00337971
4076.607216 0.94417257 0.00313097
4076.641211 0.94719662 0.00375003
4076.675207 0.95010507 0.00323737
4076.709203 0.95074887 0.00335441
4076.743199 0.95409752 0.00302205
4076.777196 0.95743010 0.00318792
4076.811192 0.96090749 0.00340455
4076.845190 0.96863924 0.00332405
4076.879187 0.97271711 0.00313672
4076.913185 0.97491020 0.00324788
4076.947183 0.97986043 0.00338649
4076.981181 0.98459580 0.00334237
4077.015179 0.98596550 0.00337967
4077.049178 0.98770581 0.00308266
4077.083177 0.99642165 0.00319934
4077.117176 0.99617440 0.00320128
4077.151176 0.99416419 0.00312464
4077.185176 0.99696220 0.00349623
4077.219176 1.00005845 0.00322760
4077.253177 0.99366855 0.00311135
4077.287177 0.99176298 0.00348466
4077.321179 0.99841339 0.00334620
4077.355180 0.99694039 0.00304672
4077.389182 0.99710696 0.00322568
4077.423183 0.99450527 0.00349928
4077.457186 0.99503698 0.00335642
4077.491188 0.99715909 0.00314968
4077.525191 0.99749988 0.00291301
4077.559194 0.99475922 0.00304114
4077.593197 0.99615571 0.00340447
4077.627201 0.99751584 0.00359382
4077.661205 0.99466765 0.00335658
4077.695209 0.99192645 0.00348812
4077.729213 0.99463623 0.00292326
4077.763218 0.99645461 0.00371937
4077.797223 0.99378605 0.00307548
4077.831228 0.99251610 0.00337908
4077.865234 0.99652185 0.00346655
4077.899240 0.99567623 0.00337614
4077.933246 0.98724301 0.00368183
4077.967253 0.98879505 0.00348621
4078.001259 0.98503232 0.00343095
4078.035266 0.98608245 0.00325570
4078.069274 0.98498559 0.00332071
4078.103281 0.98946469 0.00329791
4078.137289 0.98033239 0.00350197
4078.171297 0.98520431 0.00373469
4078.205306 0.97915019 0.00301317
4078.239314 0.97843247 0.00342389
4078.273323 0.97609430 0.00356787
4078.307333 0.98432849 0.00338951
4078.341342 0.98030148 0.00348514
4078.375352 0.97698489 0.00311635
4078.409362 0.97401912 0.00335619
4078.443373 0.97753372 0.00354175
4078.477383 0.97883167 0.00369307
4078.511394 0.97963946 0.00292666
4078.545405 0.97289775 0.00358570
4078.579417 0.97360604 0.00311404
4078.613429 0.97253915 0.00323225
4078.647441 0.97358143 0.00299588
4078.681453 0.97697780 0.00327775
4078.715466 0.97747759 0.00298794
4078.749479 0.97691136 0.00329175
4078.783492 0.97969659 0.00316827
4078.817506 0.97954203 0.00330927
4078.851520 0.98110252 0.00323684
4078.885534 0.97655271 0.00368349
4078.919548 0.97810512 0.00338695
4078.953563 0.97662034 0.00340855
4078.987578 0.97243272 0.00348212
4079.021593 0.97230972 0.00357879
4079.055608 0.97615928 0.00320698
4079.089624 0.97952342 0.00308007
4079.123640 0.98373969 0.00353700
4079.157657 0.97848709 0.00367547
4079.191673 0.97802434 0.00298721
4079.225690 0.97455210 0.00313874
4079.259708 0.97607243 0.00341416
4079.293725 0.97944183 0.00342315
4079.327743 0.97604159 0.00360587
4079.361761 0.97472442 0.00338490
4079.395779 0.98179622 0.00370766
4079.429798 0.97847157 0.00309073
4079.463817 0.98100614 0.00354109
4079.497836 0.98402117 0.00330846
4079.531856 0.98275241 0.00341380
4079.565875 0.97896905 0.00322850
4079.599895 0.98135421 0.00352413
4079.633916 0.98428218 0.00348992
4079.667936 0.98366514 0.00333333
4079.701957 0.98336277 0.00316924
4079.735978 0.98656642 0.00298961
4079.770000 0.98499361 0.00342549
4079.804022 0.98374750 0.00364590
4079.838044 0.98850318 0.00352768
4079.872066 0.99103796 0.00350950
4079.906089 0.99084270 0.00294911
4079.940112 0.99375292 0.00356235
4079.974135 0.99099115 0.00310976
4080.008158 0.99144478 0.00309919
4080.042182 0.98629271 0.00302620
4080.076206 0.98684437 0.00314368
4080.110230 0.98613135 0.00352425
4080.144255 0.98547632 0.00344607
4080.178280 0.98255296 0.00330476
4080.212305 0.98257876 0.00310439
4080.246330 0.98594929 0.00337280
4080.280356 0.98366461 0.00372691
4080.314382 0.98445951 0.00356218
4080.348408 0.97981884 0.00372777
4080.382435 0.97612756 0.00350402
4080.416462 0.97499868 0.00350150
4080.450489 0.97276637 0.00389745
4080.484517 0.97521801 0.00322377
4080.518544 0.97226564 0.00328668
4080.552572 0.97477247 0.00286833
4080.586601 0.97458344 0.00347197
4080.620629 0.97664930 0.00364599
4080.654658 0.97511836 0.00357669
4080.688687 0.97324468 0.00328691
4080.722717 0.97052145 0.00334645
4080.756746 0.97134037 0.00324810
4080.790776 0.96999603 0.00337525
4080.824806 0.97858160 0.00356230
4080.858837 0.97827119 0.00331263
4080.892868 0.97412393 0.00348890
4080.926899 0.97749972 0.00315683
4080.960930 0.97906722 0.00341553
4080.994962 0.97446460 0.00395342
4081.028994 0.97813892 0.00351308
4081.063026 0.97768705 0.00352975
4081.097059 0.97478839 0.00355552
4081.131092 0.97967389 0.00365676
4081.165125 0.97880293 0.00325590
4081.199158 0.97492352 0.00380003
4081.233192 0.97329553 0.00338128
4081.267226 0.97212196 0.00368752
4081.301260 0.97489745 0.00350990
4081.335295 0.97084132 0.00324625
4081.369329 0.96888572 0.00321567
4081.403365 0.97384273 0.00346492
4081.437400 0.97019848 0.00368128
4081.471436 0.97392165 0.00329152
4081.505472 0.97827687 0.00329083
4081.539508 0.97811202 0.00332353
4081.573544 0.98198534 0.00327438
4081.607581 0.97606051 0.00377984
4081.641618 0.97757167 0.00332445
4081.675656 0.97505280 0.00343727
4081.709693 0.97460073 0.00340495
4081.743731 0.98072462 0.00388779
4081.777769 0.98042797 0.00341470
4081.811808 0.98179249 0.00310840
4081.845847 0.98040623 0.00348387
4081.879886 0.97693300 0.00308474
4081.913925 0.98136354 0.00341210
4081.947965 0.98802176 0.00309592
4081.982005 0.98804776 0.00337250
4082.016045 0.99200176 0.00316539
4082.050085 0.98865861 0.00339115
4082.084126 0.98658333 0.00343962
4082.118167 0.98911150 0.00302602
4082.152209 0.98987155 0.00351666
4082.186250 0.99096302 0.00373540
4082.220292 0.98626906 0.00366647
4082.254334 0.98524939 0.00359736
4082.288377 0.98572755 0.00330357
4082.322420 0.98842303 0.00320857
4082.356463 0.99317451 0.00306567
4082.390506 0.99340426 0.00320366
4082.424550 0.98913294 0.00337596
4082.458593 0.99729149 0.00294554
4082.492638 0.99104888 0.00362937
4082.526682 0.98859748 0.00328678
4082.560727 0.99269897 0.00358111
4082.594772 0.99447103 0.00373011
4082.628817 0.98956272 0.00332975
4082.662863 0.99419614 0.00344469
